wardpc,wardname,province,district,alt_name,districtpc,pop_2012,f_pop_2012,m_pop_2012,households
162304,4,Matabeleland South,Plumtree,,1623,1098,590,508,269
160211,11,Matabeleland South,Bulilima,,1602,4777,2597,2180,1013
170611,11,Midlands,Mberengwa,,1706,3729,1974,1755,790
150402,2,Matabeleland North,Lupane,,1504,1850,988,862,403
150404,4,Matabeleland North,Lupane,,1504,2468,1274,1194,490
180615,15,Masvingo,Mwenezi,,1806,9211,4693,4518,2057
150509,9,Matabeleland North,Nkayi,,1505,3207,1623,1584,585
170332,32,Midlands,Gokwe South,,1703,4641,2390,2251,1030
150206,6,Matabeleland North,Bubi,,1502,157,67,90,36
130310,10,Mashonaland East,Hwedza,,1303,2589,1362,1227,662
110432,32,Manicaland,Makoni,,1104,1406,734,672,373
112210,10,Manicaland,Rusape,,1122,3394,1737,1657,855
112209,9,Manicaland,Rusape,,1122,3303,1783,1520,859
120112,12,Mashonaland Central,Bindura,,1201,3155,1644,1511,759
130203,3,Mashonaland East,Goromonzi,,1302,4921,2574,2347,1190
120806,6,Mashonaland Central,Mbire,,1208,4062,2112,1950,900
120603,3,Mashonaland Central,Rushinga,,1206,3224,1643,1581,745
120319,19,Mashonaland Central,Guruve,,1203,7313,3736,3577,1625
162302,2,Matabeleland South,Plumtree,,1623,1628,886,742,456
160304,4,Matabeleland South,Mangwe,,1603,5373,2936,2437,1113
162107,7,Matabeleland South,Gwanda Urban,,1621,3902,2181,1721,1101
162303,3,Matabeleland South,Plumtree,,1623,3448,1866,1582,994
160610,10,Matabeleland South,Matobo,,1606,3496,1921,1575,724
110713,13,Manicaland,Nyanga,,1107,2551,1399,1152,598
110714,14,Manicaland,Nyanga,,1107,3562,1969,1593,914
160507,7,Matabeleland South,Insiza,,1605,4091,2196,1895,815
162106,6,Matabeleland South,Gwanda Urban,,1621,2534,1390,1144,702
182204,4,Masvingo,Chiredzi Urban,,1822,6413,3456,2957,1958
170637,37,Midlands,Mberengwa,,1706,1530,833,697,317
170625,25,Midlands,Mberengwa,,1706,3582,2010,1572,752
170612,12,Midlands,Mberengwa,,1706,4297,2273,2024,922
180530,30,Masvingo,Masvingo,,1805,14976,7865,7111,2980
180329,29,Masvingo,Chivi,,1803,4722,2446,2276,925
180327,27,Masvingo,Chivi,,1803,4709,2518,2191,925
180208,8,Masvingo,Chiredzi,,1802,7905,4364,3541,1640
182203,3,Masvingo,Chiredzi Urban,,1822,4735,2509,2226,1299
180726,26,Masvingo,Zaka,,1807,4469,2472,1997,986
180528,28,Masvingo,Masvingo,,1805,5596,2998,2598,1200
110325,25,Manicaland,Chipinge,,1103,14165,7935,6230,2707
110328,28,Manicaland,Chipinge,,1103,19761,10642,9119,3868
150719,19,Matabeleland North,Umguza,,1507,4262,2082,2180,1077
160206,6,Matabeleland South,Bulilima,,1602,5011,2791,2220,1172
170232,32,Midlands,Gokwe North,,1702,2751,1411,1340,532
172201,1,Midlands,Kwekwe Urban,,1722,10903,5693,5210,2719
150703,3,Matabeleland North,Umguza,,1507,3907,2001,1906,758
150213,13,Matabeleland North,Bubi,,1502,2038,957,1081,511
180308,8,Masvingo,Chivi,,1803,4022,2166,1856,864
180533,33,Masvingo,Masvingo,,1805,5284,2533,2751,1482
112208,8,Manicaland,Rusape,,1122,4832,2627,2205,1414
172309,9,Midlands,Redcliff,,1723,2730,1476,1254,656
140222,22,Mashonaland West,Hurungwe,,1402,14909,7440,7469,3091
180734,34,Masvingo,Zaka,,1807,3920,2139,1781,838
180439,39,Masvingo,Gutu,,1804,2174,1181,993,548
110127,27,Manicaland,Buhera,,1101,8073,4244,3829,1774
110310,10,Manicaland,Chipinge,,1103,4086,2031,2055,871
150411,11,Matabeleland North,Lupane,,1504,5140,2681,2459,889
150406,6,Matabeleland North,Lupane,,1504,2769,1490,1279,484
150412,12,Matabeleland North,Lupane,,1504,3960,2023,1937,762
172305,5,Midlands,Redcliff,,1723,7146,3741,3405,1970
170402,2,Midlands,Gweru,,1704,4972,2741,2231,1096
170405,5,Midlands,Gweru,,1704,2171,1173,998,504
150528,28,Matabeleland North,Nkayi,,1505,5728,3054,2674,1186
150521,21,Matabeleland North,Nkayi,,1505,5367,2927,2440,1243
152108,8,Matabeleland North,Hwange Urban,,1521,9813,4989,4824,2585
152109,9,Matabeleland North,Hwange Urban,,1521,488,221,267,112
152104,4,Matabeleland North,Hwange Urban,,1521,1364,682,682,350
112107,7,Manicaland,Mutare Urban,,1121,7324,3949,3375,1729
170331,31,Midlands,Gokwe South,,1703,4224,2219,2005,819
170318,18,Midlands,Gokwe South,,1703,9039,4709,4330,1908
110506,6,Manicaland,Mutare,,1105,7578,3941,3637,1647
110507,7,Manicaland,Mutare,,1105,4506,2166,2340,1204
110525,25,Manicaland,Mutare,,1105,6003,3204,2799,1364
112106,6,Manicaland,Mutare Urban,,1121,5454,2914,2540,1360
112117,17,Manicaland,Mutare Urban,,1121,28425,14976,13449,7819
112204,4,Manicaland,Rusape,,1122,2881,1522,1359,813
112201,1,Manicaland,Rusape,,1122,4466,2459,2007,1113
112207,7,Manicaland,Rusape,,1122,833,460,373,227
150427,27,Matabeleland North,Lupane,,1504,3384,1738,1646,646
150307,7,Matabeleland North,Hwange,,1503,3578,1859,1719,834
150308,8,Matabeleland North,Hwange,,1503,1686,862,824,414
152102,2,Matabeleland North,Hwange Urban,,1521,850,435,415,160
150113,13,Matabeleland North,Binga,,1501,4091,2228,1863,1017
150310,10,Matabeleland North,Hwange,,1503,4587,2284,2303,1112
142512,12,Mashonaland West,Norton,,1425,8936,4632,4304,2293
150115,15,Matabeleland North,Binga,,1501,3708,2134,1574,791
142802,2,Mashonaland West,Sanyati,,1428,10069,4851,5218,2181
140121,21,Mashonaland West,Chegutu,,1401,4898,2381,2517,1216
142510,10,Mashonaland West,Norton,,1425,3460,1865,1595,878
130630,30,Mashonaland East,Murehwa,,1306,12674,7674,5000,2667
130608,8,Mashonaland East,Murehwa,,1306,9191,4711,4480,2181
130222,22,Mashonaland East,Goromonzi,,1302,7279,3507,3772,1970
130224,24,Mashonaland East,Goromonzi,,1302,5899,3030,2869,1523
130801,1,Mashonaland East,Seke,,1308,13543,6983,6560,3224
130223,23,Mashonaland East,Goromonzi,,1302,6139,3054,3085,1559
130221,21,Mashonaland East,Goromonzi,,1302,3486,1689,1797,943
130802,2,Mashonaland East,Seke,,1308,8359,4292,4067,1993
132601,1,Mashonaland East,Ruwa,,1326,6518,3365,3153,1692
132602,2,Mashonaland East,Ruwa,,1326,5373,2859,2514,1334
130807,7,Mashonaland East,Seke,,1308,4651,2415,2236,1101
130803,3,Mashonaland East,Seke,,1308,2935,1500,1435,682
130804,4,Mashonaland East,Seke,,1308,8264,4311,3953,1976
132607,7,Mashonaland East,Ruwa,,1326,4493,2388,2105,1031
130817,17,Mashonaland East,Seke,,1308,1985,1013,972,429
192304,4,Harare,Epworth,,1923,23352,11770,11582,6074
192111,11,Harare,Harare,,1921,20742,10623,10119,5061
192113,13,Harare,Harare,,1921,23209,11991,11218,5438
192302,2,Harare,Epworth,,1923,14896,7404,7492,4287
192207,7,Harare,Chitungwiza,,1922,7946,4190,3756,1844
192209,9,Harare,Chitungwiza,,1922,8181,4305,3876,1925
110401,1,Manicaland,Makoni,,1104,3973,2094,1879,1022
110405,5,Manicaland,Makoni,,1104,12420,6480,5940,3093
150122,22,Matabeleland North,Binga,,1501,2720,1315,1405,658
170219,19,Midlands,Gokwe North,,1702,6012,3120,2892,1289
170217,17,Midlands,Gokwe North,,1702,5293,2640,2653,1092
170216,16,Midlands,Gokwe North,,1702,4443,2270,2173,983
170206,6,Midlands,Gokwe North,,1702,4879,2510,2369,984
120433,33,Mashonaland Central,Mazowe,,1204,8255,4252,4003,2189
120111,11,Mashonaland Central,Bindura,,1201,4296,2229,2067,1004
120417,17,Mashonaland Central,Mazowe,,1204,5276,2742,2534,1316
120724,24,Mashonaland Central,Shamva,,1207,1424,713,711,368
130501,1,Mashonaland East,Mudzi,,1305,6790,3442,3348,1828
142407,7,Mashonaland West,Kariba Urban,,1424,854,446,408,233
142404,4,Mashonaland West,Kariba Urban,,1424,1679,878,801,408
120815,15,Mashonaland Central,Mbire,,1208,5162,2698,2464,1224
120804,4,Mashonaland Central,Mbire,,1208,7116,3587,3529,1578
120613,13,Mashonaland Central,Rushinga,,1206,2974,1568,1406,655
120624,24,Mashonaland Central,Rushinga,,1206,3031,1603,1428,858
120206,6,Mashonaland Central,Centenary,,1202,2139,1103,1036,482
150101,1,Matabeleland North,Binga,,1501,3678,1945,1733,887
150123,23,Matabeleland North,Binga,,1501,7065,3795,3270,1569
160214,14,Matabeleland South,Bulilima,,1602,5702,3028,2674,1285
160308,8,Matabeleland South,Mangwe,,1603,2096,1119,977,399
160620,20,Matabeleland South,Matobo,,1606,65,16,49,25
140201,1,Mashonaland West,Hurungwe,,1402,13934,6758,7176,3242
160102,2,Matabeleland South,Beitbridge,,1601,4940,2676,2264,1146
180215,15,Masvingo,Chiredzi,,1802,8467,4753,3714,1723
160302,2,Matabeleland South,Mangwe,,1603,4052,2199,1853,822
110330,30,Manicaland,Chipinge,,1103,3671,1950,1721,707
120801,1,Mashonaland Central,Mbire,,1208,3180,1622,1558,705
160513,13,Matabeleland South,Insiza,,1605,3292,1615,1677,784
180503,3,Masvingo,Masvingo,,1805,2743,1407,1336,635
160104,4,Matabeleland South,Beitbridge,,1601,5720,3127,2593,1280
150103,3,Matabeleland North,Binga,,1501,4697,2526,2171,1283
150117,17,Matabeleland North,Binga,,1501,10342,5560,4782,2155
150111,11,Matabeleland North,Binga,,1501,3373,1825,1548,874
160624,24,Matabeleland South,Matobo,,1606,2042,885,1157,539
120323,23,Mashonaland Central,Guruve,,1203,2804,1389,1415,616
180221,21,Masvingo,Chiredzi,,1802,10456,4807,5649,3040
180214,14,Masvingo,Chiredzi,,1802,8653,4876,3777,1848
160412,12,Matabeleland South,Gwanda,,1604,5119,2804,2315,1148
150114,14,Matabeleland North,Binga,,1501,7777,4140,3637,1720
150315,15,Matabeleland North,Hwange,,1503,4098,2171,1927,908
150602,2,Matabeleland North,Tsholotsho,,1506,4829,2556,2273,965
160111,11,Matabeleland South,Beitbridge,,1601,7082,3850,3232,1502
160419,19,Matabeleland South,Gwanda,,1604,5399,2902,2497,1231
160309,9,Matabeleland South,Mangwe,,1603,2365,1330,1035,498
110319,19,Manicaland,Chipinge,,1103,12939,6812,6127,2945
150711,11,Matabeleland North,Umguza,,1507,5301,2742,2559,1133
142804,4,Mashonaland West,Sanyati,,1428,8208,4075,4133,1722
120811,11,Mashonaland Central,Mbire,,1208,1638,809,829,332
160523,23,Matabeleland South,Insiza,,1605,4379,1902,2477,1312
170312,12,Midlands,Gokwe South,,1703,10906,5666,5240,2226
150221,21,Matabeleland North,Bubi,,1502,5190,2549,2641,1029
170314,14,Midlands,Gokwe South,,1703,10104,5153,4951,2024
142716,16,Mashonaland West,Mhondoro-Ngezi,,1427,5599,2757,2842,1046
170319,19,Midlands,Gokwe South,,1703,13989,7194,6795,2877
110434,34,Manicaland,Makoni,,1104,3877,1981,1896,836
170228,28,Midlands,Gokwe North,,1702,7993,4147,3846,1577
110413,13,Manicaland,Makoni,,1104,1412,632,780,345
140408,8,Mashonaland West,Kariba,,1404,5768,2961,2807,1165
170227,27,Midlands,Gokwe North,,1702,5781,2980,2801,1056
140403,3,Mashonaland West,Kariba,,1404,6072,3135,2937,1484
140209,9,Mashonaland West,Hurungwe,,1402,24424,12234,12190,5407
140220,20,Mashonaland West,Hurungwe,,1402,8099,3991,4108,1709
140519,19,Mashonaland West,Makonde,,1405,10178,5002,5176,2156
110704,4,Manicaland,Nyanga,,1107,7975,4218,3757,1978
120207,7,Mashonaland Central,Centenary,,1202,1297,661,636,287
160306,6,Matabeleland South,Mangwe,,1603,5634,3017,2617,1158
160316,16,Matabeleland South,Mangwe,,1603,6156,3492,2664,1225
160313,13,Matabeleland South,Mangwe,,1603,3401,1777,1624,650
180612,12,Masvingo,Mwenezi,,1806,5232,2887,2345,1028
180332,32,Masvingo,Chivi,,1803,5720,3132,2588,1264
180604,4,Masvingo,Mwenezi,,1806,5336,2858,2478,1169
180729,29,Masvingo,Zaka,,1807,3563,1956,1607,789
180226,26,Masvingo,Chiredzi,,1802,3020,1544,1476,669
180207,7,Masvingo,Chiredzi,,1802,7786,4392,3394,1557
110719,19,Manicaland,Nyanga,,1107,3834,2092,1742,926
140213,13,Mashonaland West,Hurungwe,,1402,22797,11626,11171,4840
150714,14,Matabeleland North,Umguza,,1507,4278,2055,2223,1077
150715,15,Matabeleland North,Umguza,,1507,3928,2245,1683,388
150419,19,Matabeleland North,Lupane,,1504,4228,2222,2006,810
170702,2,Midlands,Shurugwi,,1707,2641,1390,1251,533
150202,2,Matabeleland North,Bubi,,1502,2904,1489,1415,640
170115,15,Midlands,Chirumhanzu,,1701,4210,2090,2120,936
170516,16,Midlands,Kwekwe,,1705,4293,2283,2010,817
170501,1,Midlands,Kwekwe,,1705,4681,2202,2479,1017
130115,15,Mashonaland East,Chikomba,,1301,4700,2476,2224,1131
110509,9,Manicaland,Mutare,,1105,5985,3168,2817,1289
110519,19,Manicaland,Mutare,,1105,6380,3493,2887,1493
170231,31,Midlands,Gokwe North,,1702,7173,3867,3306,1531
170306,6,Midlands,Gokwe South,,1703,7138,3772,3366,1460
170235,35,Midlands,Gokwe North,,1702,7080,3670,3410,1507
170236,36,Midlands,Gokwe North,,1702,12320,6422,5898,2937
140126,26,Mashonaland West,Chegutu,,1401,3687,1733,1954,843
140405,5,Mashonaland West,Kariba,,1404,3152,1637,1515,689
140401,1,Mashonaland West,Kariba,,1404,1369,606,763,412
140411,11,Mashonaland West,Kariba,,1404,2538,1290,1248,530
140503,3,Mashonaland West,Makonde,,1405,3786,1871,1915,748
120220,20,Mashonaland Central,Centenary,,1202,1035,506,529,233
170120,20,Midlands,Chirumhanzu,,1701,8303,4174,4129,1880
