wardpc,wardname,province,district,alt_name,districtpc,pop_2012,f_pop_2012,m_pop_2012,households
170613,13,Midlands,Mberengwa,,1706,4329,2290,2039,895
160509,9,Matabeleland South,Insiza,,1605,4450,2338,2112,949
160711,11,Matabeleland South,Umzingwane,,1607,2157,1124,1033,476
160707,7,Matabeleland South,Umzingwane,,1607,2950,1515,1435,643
160404,4,Matabeleland South,Gwanda,,1604,4695,2521,2174,1017
160713,13,Matabeleland South,Umzingwane,,1607,1683,949,734,306
160710,10,Matabeleland South,Umzingwane,,1607,1138,615,523,244
182208,8,Masvingo,Chiredzi Urban,,1822,4224,2257,1967,1083
182205,5,Masvingo,Chiredzi Urban,,1822,5296,2786,2510,1566
182207,7,Masvingo,Chiredzi Urban,,1822,3151,1609,1542,844
160402,2,Matabeleland South,Gwanda,,1604,3727,1929,1798,798
160421,21,Matabeleland South,Gwanda,,1604,7812,3242,4570,2229
162105,5,Matabeleland South,Gwanda Urban,,1621,1906,1004,902,501
182206,6,Masvingo,Chiredzi Urban,,1822,3081,1640,1441,871
142801,1,Mashonaland West,Sanyati,,1428,9318,4302,5016,2196
140315,15,Mashonaland West,Kadoma Urban,,1403,5518,2956,2562,1311
160511,11,Matabeleland South,Insiza,,1605,2714,1488,1226,537
160506,6,Matabeleland South,Insiza,,1605,3761,2010,1751,811
160503,3,Matabeleland South,Insiza,,1605,5259,2801,2458,1096
160401,1,Matabeleland South,Gwanda,,1604,5164,2725,2439,1102
160410,10,Matabeleland South,Gwanda,,1604,363,92,271,98
180618,18,Masvingo,Mwenezi,,1806,3718,2001,1717,1080
180614,14,Masvingo,Mwenezi,,1806,10095,5318,4777,1898
110715,15,Manicaland,Nyanga,,1107,9209,4880,4329,2132
160505,5,Matabeleland South,Insiza,,1605,4442,2349,2093,955
160512,12,Matabeleland South,Insiza,,1605,2263,1137,1126,452
162103,3,Matabeleland South,Gwanda Urban,,1621,725,349,376,194
160408,8,Matabeleland South,Gwanda,,1604,5853,2996,2857,1350
162109,9,Matabeleland South,Gwanda Urban,,1621,2532,1334,1198,695
162108,8,Matabeleland South,Gwanda Urban,,1621,2927,1499,1428,887
160422,22,Matabeleland South,Gwanda,,1604,7617,3238,4379,1966
162101,1,Matabeleland South,Gwanda Urban,,1621,1361,634,727,378
160413,13,Matabeleland South,Gwanda,,1604,7741,4104,3637,1644
160409,9,Matabeleland South,Gwanda,,1604,3756,1937,1819,773
170606,6,Midlands,Mberengwa,,1706,8770,4863,3907,1856
170605,5,Midlands,Mberengwa,,1706,7101,3880,3221,1459
110404,4,Manicaland,Makoni,,1104,497,242,255,100
110402,2,Manicaland,Makoni,,1104,6314,3176,3138,1492
160504,4,Matabeleland South,Insiza,,1605,5273,2759,2514,1059
160502,2,Matabeleland South,Insiza,,1605,4853,2510,2343,1024
160517,17,Matabeleland South,Insiza,,1605,5502,2880,2622,1130
160403,3,Matabeleland South,Gwanda,,1604,3593,1919,1674,785
160516,16,Matabeleland South,Insiza,,1605,3121,1371,1750,652
180534,34,Masvingo,Masvingo,,1805,6201,3391,2810,1249
102111,11,Bulawayo,Bulawayo,,1021,19249,10380,8869,4697
160501,1,Matabeleland South,Insiza,,1605,3869,1968,1901,783
160712,12,Matabeleland South,Umzingwane,,1607,3730,1918,1812,806
160405,5,Matabeleland South,Gwanda,,1604,1295,667,628,285
170635,35,Midlands,Mberengwa,,1706,5370,2631,2739,1073
160406,6,Matabeleland South,Gwanda,,1604,4911,2518,2393,1023
160407,7,Matabeleland South,Gwanda,,1604,3146,1656,1490,655
160508,8,Matabeleland South,Insiza,,1605,852,414,438,150
180322,22,Masvingo,Chivi,,1803,5536,3019,2517,1190
180320,20,Masvingo,Chivi,,1803,6244,3440,2804,1366
180323,23,Masvingo,Chivi,,1803,5040,2772,2268,1141
180602,2,Masvingo,Mwenezi,,1806,5288,2930,2358,1065
180606,6,Masvingo,Mwenezi,,1806,4346,2386,1960,840
180605,5,Masvingo,Mwenezi,,1806,10291,5723,4568,2134
180601,1,Masvingo,Mwenezi,,1806,5589,3155,2434,1230
180609,9,Masvingo,Mwenezi,,1806,7034,3859,3175,1443
180611,11,Masvingo,Mwenezi,,1806,6194,3553,2641,1255
180617,17,Masvingo,Mwenezi,,1806,21355,11453,9902,4073
170628,28,Midlands,Mberengwa,,1706,3864,2113,1751,792
180603,3,Masvingo,Mwenezi,,1806,7986,4457,3529,1622
180607,7,Masvingo,Mwenezi,,1806,6154,3412,2742,1261
180319,19,Masvingo,Chivi,,1803,6422,3475,2947,1395
180608,8,Masvingo,Mwenezi,,1806,6580,3662,2918,1282
170626,26,Midlands,Mberengwa,,1706,5978,3267,2711,1216
170622,22,Midlands,Mberengwa,,1706,4134,2321,1813,861
170624,24,Midlands,Mberengwa,,1706,4496,2458,2038,897
170603,3,Midlands,Mberengwa,,1706,5825,3149,2676,1262
180610,10,Masvingo,Mwenezi,,1806,7708,4361,3347,1528
170617,17,Midlands,Mberengwa,,1706,4593,2438,2155,985
170618,18,Midlands,Mberengwa,,1706,7935,4360,3575,1723
170633,33,Midlands,Mberengwa,,1706,3090,1733,1357,662
170629,29,Midlands,Mberengwa,,1706,5403,2868,2535,1080
170615,15,Midlands,Mberengwa,,1706,3910,2071,1839,806
170614,14,Midlands,Mberengwa,,1706,3749,2028,1721,696
170623,23,Midlands,Mberengwa,,1706,4713,2631,2082,999
170619,19,Midlands,Mberengwa,,1706,6437,3559,2878,1299
170620,20,Midlands,Mberengwa,,1706,3620,2014,1606,755
170604,4,Midlands,Mberengwa,,1706,6119,3264,2855,1373
170607,7,Midlands,Mberengwa,,1706,3728,2013,1715,829
170609,9,Midlands,Mberengwa,,1706,3565,1892,1673,732
170610,10,Midlands,Mberengwa,,1706,3718,1910,1808,769
170621,21,Midlands,Mberengwa,,1706,4781,2571,2210,956
180321,21,Masvingo,Chivi,,1803,5223,2891,2332,1079
180526,26,Masvingo,Masvingo,,1805,5859,3147,2712,1360
180217,17,Masvingo,Chiredzi,,1802,18856,9936,8920,4043
180230,30,Masvingo,Chiredzi,,1802,9182,4084,5098,2829
180227,27,Masvingo,Chiredzi,,1802,6653,3242,3411,1946
110322,22,Manicaland,Chipinge,,1103,10413,5677,4736,2212
110324,24,Manicaland,Chipinge,,1103,18525,10112,8413,3935
160215,15,Matabeleland South,Bulilima,,1602,1825,922,903,367
160212,12,Matabeleland South,Bulilima,,1602,6468,3573,2895,1231
160209,9,Matabeleland South,Bulilima,,1602,5302,2847,2455,1279
160210,10,Matabeleland South,Bulilima,,1602,3951,2104,1847,883
160213,13,Matabeleland South,Bulilima,,1602,3157,1759,1398,646
180218,18,Masvingo,Chiredzi,,1802,13254,6603,6651,3794
180228,28,Masvingo,Chiredzi,,1802,14423,6877,7546,4216
180216,16,Masvingo,Chiredzi,,1802,20683,10795,9888,4378
180219,19,Masvingo,Chiredzi,,1802,12283,5720,6563,3474
180206,6,Masvingo,Chiredzi,,1802,7549,4128,3421,1450
180209,9,Masvingo,Chiredzi,,1802,3643,2016,1627,674
180231,31,Masvingo,Chiredzi,,1802,8477,3863,4614,2752
180529,29,Masvingo,Masvingo,,1805,7161,3879,3282,1586
180103,3,Masvingo,Bikita,,1801,7206,3978,3228,1704
180101,1,Masvingo,Bikita,,1801,3646,1953,1693,738
180731,31,Masvingo,Zaka,,1807,5067,2776,2291,1090
180223,23,Masvingo,Chiredzi,,1802,5431,2903,2528,1129
180527,27,Masvingo,Masvingo,,1805,2776,1510,1266,583
110723,23,Manicaland,Nyanga,,1107,5634,2723,2911,1210
180732,32,Masvingo,Zaka,,1807,5164,2859,2305,1132
180229,29,Masvingo,Chiredzi,,1802,5851,2726,3125,1476
182202,2,Masvingo,Chiredzi Urban,,1822,2499,1276,1223,628
182201,1,Masvingo,Chiredzi Urban,,1822,1195,580,615,241
180727,27,Masvingo,Zaka,,1807,6073,3252,2821,1291
180222,22,Masvingo,Chiredzi,,1802,6331,3413,2918,1378
110329,29,Manicaland,Chipinge,,1103,12949,6976,5973,2450
150612,12,Matabeleland North,Tsholotsho,,1506,7003,3640,3363,1471
150621,21,Matabeleland North,Tsholotsho,,1506,2296,1262,1034,443
110403,3,Manicaland,Makoni,,1104,8277,4308,3969,2043
110407,7,Manicaland,Makoni,,1104,11603,5943,5660,2538
180203,3,Masvingo,Chiredzi,,1802,3323,1860,1463,725
110326,26,Manicaland,Chipinge,,1103,17878,9485,8393,4337
110327,27,Manicaland,Chipinge,,1103,7176,4127,3049,1569
160218,18,Matabeleland South,Bulilima,,1602,966,494,472,182
150618,18,Matabeleland North,Tsholotsho,,1506,4548,2418,2130,925
160221,21,Matabeleland South,Bulilima,,1602,2075,1099,976,468
160216,16,Matabeleland South,Bulilima,,1602,1885,961,924,388
160201,1,Matabeleland South,Bulilima,,1602,5105,2753,2352,1133
102128,28,Bulawayo,Bulawayo,,1021,45348,24858,20490,11342
110409,9,Manicaland,Makoni,,1104,9159,4659,4500,1935
110408,8,Manicaland,Makoni,,1104,13273,6568,6705,2876
180202,2,Masvingo,Chiredzi,,1802,4030,2247,1783,890
140202,2,Mashonaland West,Hurungwe,,1402,11243,5529,5714,2406
140212,12,Mashonaland West,Hurungwe,,1402,8963,4460,4503,1939
180201,1,Masvingo,Chiredzi,,1802,4186,2242,1944,952
180225,25,Masvingo,Chiredzi,,1802,3107,1724,1383,696
180204,4,Masvingo,Chiredzi,,1802,5651,3098,2553,1305
180205,5,Masvingo,Chiredzi,,1802,4366,2409,1957,986
110315,15,Manicaland,Chipinge,,1103,7032,3852,3180,1550
160204,4,Matabeleland South,Bulilima,,1602,4953,2548,2405,1098
102113,13,Bulawayo,Bulawayo,,1021,19763,10286,9477,5130
102127,27,Bulawayo,Bulawayo,,1021,31259,17400,13859,7450
102107,7,Bulawayo,Bulawayo,,1021,17910,9190,8720,4802
102120,20,Bulawayo,Bulawayo,,1021,19029,10440,8589,4547
102121,21,Bulawayo,Bulawayo,,1021,28473,14896,13577,7010
102122,22,Bulawayo,Bulawayo,,1021,19447,10668,8779,4798
102124,24,Bulawayo,Bulawayo,,1021,23847,12611,11236,6011
102123,23,Bulawayo,Bulawayo,,1021,19500,10605,8895,4909
140214,14,Mashonaland West,Hurungwe,,1402,26590,13517,13073,5577
140412,12,Mashonaland West,Kariba,,1404,6105,2924,3181,1509
140217,17,Mashonaland West,Hurungwe,,1402,8409,4317,4092,1822
102125,25,Bulawayo,Bulawayo,,1021,24987,13349,11638,6038
102106,6,Bulawayo,Bulawayo,,1021,13404,7181,6223,3479
102115,15,Bulawayo,Bulawayo,,1021,12876,7095,5781,3089
160220,20,Matabeleland South,Bulilima,,1602,2089,1082,1007,460
160217,17,Matabeleland South,Bulilima,,1602,373,189,184,80
150620,20,Matabeleland North,Tsholotsho,,1506,1868,899,969,417
160219,19,Matabeleland South,Bulilima,,1602,5956,2979,2977,1251
150713,13,Matabeleland North,Umguza,,1507,2488,1220,1268,560
102126,26,Bulawayo,Bulawayo,,1021,21196,11574,9622,5134
150619,19,Matabeleland North,Tsholotsho,,1506,5752,3142,2610,1242
160203,3,Matabeleland South,Bulilima,,1602,6093,3301,2792,1286
160202,2,Matabeleland South,Bulilima,,1602,2617,1411,1206,591
160205,5,Matabeleland South,Bulilima,,1602,6015,3276,2739,1417
102112,12,Bulawayo,Bulawayo,,1021,26674,14059,12615,6789
150613,13,Matabeleland North,Tsholotsho,,1506,6168,3327,2841,1411
150716,16,Matabeleland North,Umguza,,1507,11719,4475,7244,2314
150709,9,Matabeleland North,Umguza,,1507,5626,2635,2991,1411
150214,14,Matabeleland North,Bubi,,1502,1380,616,764,362
150617,17,Matabeleland North,Tsholotsho,,1506,4533,2562,1971,959
150615,15,Matabeleland North,Tsholotsho,,1506,8132,4514,3618,1727
150712,12,Matabeleland North,Umguza,,1507,2140,1112,1028,436
150717,17,Matabeleland North,Umguza,,1507,761,346,415,191
150414,14,Matabeleland North,Lupane,,1504,3245,1695,1550,655
150415,15,Matabeleland North,Lupane,,1504,6171,3193,2978,1388
150514,14,Matabeleland North,Nkayi,,1505,3990,2137,1853,771
150416,16,Matabeleland North,Lupane,,1504,4143,2179,1964,783
150417,17,Matabeleland North,Lupane,,1504,4006,2087,1919,708
172115,15,Midlands,Gweru Urban,,1721,13580,7307,6273,3422
140410,10,Mashonaland West,Kariba,,1404,1564,802,762,349
140215,15,Mashonaland West,Hurungwe,,1402,6392,3240,3152,1381
160716,16,Matabeleland South,Umzingwane,,1607,3339,1692,1647,923
160717,17,Matabeleland South,Umzingwane,,1607,2930,1473,1457,1008
160715,15,Matabeleland South,Umzingwane,,1607,447,170,277,139
160703,3,Matabeleland South,Umzingwane,,1607,5347,2738,2609,1140
150701,1,Matabeleland North,Umguza,,1507,5549,2705,2844,1459
130306,6,Mashonaland East,Hwedza,,1303,6817,3559,3258,1726
130124,24,Mashonaland East,Chikomba,,1301,3126,1626,1500,833
160705,5,Matabeleland South,Umzingwane,,1607,4314,2325,1989,913
160704,4,Matabeleland South,Umzingwane,,1607,3987,2024,1963,884
150222,22,Matabeleland North,Bubi,,1502,739,324,415,256
130129,29,Mashonaland East,Chikomba,,1301,4953,2567,2386,1330
150708,8,Matabeleland North,Umguza,,1507,5198,2451,2747,1394
150707,7,Matabeleland North,Umguza,,1507,5373,2693,2680,1465
150211,11,Matabeleland North,Bubi,,1502,7416,3589,3827,2041
140210,10,Mashonaland West,Hurungwe,,1402,8670,4480,4190,2101
140218,18,Mashonaland West,Hurungwe,,1402,10721,5125,5596,2197
150212,12,Matabeleland North,Bubi,,1502,2754,1287,1467,624
160522,22,Matabeleland South,Insiza,,1605,5634,2820,2814,1221
140211,11,Mashonaland West,Hurungwe,,1402,16191,8366,7825,3537
150223,23,Matabeleland North,Bubi,,1502,3109,1331,1778,799
150215,15,Matabeleland North,Bubi,,1502,2495,1284,1211,557
150706,6,Matabeleland North,Umguza,,1507,2940,1531,1409,638
172212,12,Midlands,Kwekwe Urban,,1722,6349,3344,3005,1511
170530,30,Midlands,Kwekwe,,1705,6185,2925,3260,1504
140517,17,Mashonaland West,Makonde,,1405,4858,2465,2393,1088
140219,19,Mashonaland West,Hurungwe,,1402,9575,4637,4938,1924
150702,2,Matabeleland North,Umguza,,1507,12220,5328,6892,2775
160702,2,Matabeleland South,Umzingwane,,1607,3605,1909,1696,835
160719,19,Matabeleland South,Umzingwane,,1607,4245,1986,2259,1054
172214,14,Midlands,Kwekwe Urban,,1722,6435,3294,3141,1622
160514,14,Matabeleland South,Insiza,,1605,2541,1054,1487,794
160714,14,Matabeleland South,Umzingwane,,1607,3304,1545,1759,797
150705,5,Matabeleland North,Umguza,,1507,3940,1956,1984,808
172213,13,Midlands,Kwekwe Urban,,1722,3826,2019,1807,912
160518,18,Matabeleland South,Insiza,,1605,3335,1725,1610,645
160701,1,Matabeleland South,Umzingwane,,1607,3340,1681,1659,652
160718,18,Matabeleland South,Umzingwane,,1607,4675,2180,2495,1140
150704,4,Matabeleland North,Umguza,,1507,2996,1521,1475,616
170121,21,Midlands,Chirumhanzu,,1701,1824,977,847,464
180313,13,Masvingo,Chivi,,1803,3634,2019,1615,844
172811,11,Midlands,Shurugwi Town,,1728,2654,1380,1274,645
172805,5,Midlands,Shurugwi Town,,1728,1802,988,814,478
172810,10,Midlands,Shurugwi Town,,1728,1504,773,731,425
140206,6,Mashonaland West,Hurungwe,,1402,11862,5715,6147,2538
140615,15,Mashonaland West,Zvimba,,1406,13267,6623,6644,3265
172806,6,Midlands,Shurugwi Town,,1728,2177,1004,1173,539
180316,16,Masvingo,Chivi,,1803,7836,4179,3657,1685
180510,10,Masvingo,Masvingo,,1805,8247,4389,3858,1708
180310,10,Masvingo,Chivi,,1803,3901,2054,1847,856
182102,2,Masvingo,Masvingo Urban,,1821,6209,3324,2885,1740
180505,5,Masvingo,Masvingo,,1805,5307,2768,2539,1489
180305,5,Masvingo,Chivi,,1803,4019,2175,1844,880
180304,4,Masvingo,Chivi,,1803,4041,2216,1825,879
180509,9,Masvingo,Masvingo,,1805,6459,3326,3133,1248
180307,7,Masvingo,Chivi,,1803,3040,1634,1406,641
180306,6,Masvingo,Chivi,,1803,2272,1240,1032,521
172807,7,Midlands,Shurugwi Town,,1728,1181,576,605,274
180309,9,Masvingo,Chivi,,1803,4104,2239,1865,915
180312,12,Masvingo,Chivi,,1803,5240,2849,2391,1131
180311,11,Masvingo,Chivi,,1803,4466,2469,1997,996
180330,30,Masvingo,Chivi,,1803,4446,2472,1974,1168
180303,3,Masvingo,Chivi,,1803,5207,2716,2491,1111
170705,5,Midlands,Shurugwi,,1707,3313,1746,1567,709
170714,14,Midlands,Shurugwi,,1707,2743,1483,1260,679
170718,18,Midlands,Shurugwi,,1707,6334,2926,3408,1448
170109,9,Midlands,Chirumhanzu,,1701,5219,2844,2375,1320
170715,15,Midlands,Shurugwi,,1707,2992,1586,1406,696
172813,13,Midlands,Shurugwi Town,,1728,2269,987,1282,585
170719,19,Midlands,Shurugwi,,1707,4332,1979,2353,777
170720,20,Midlands,Shurugwi,,1707,2741,1365,1376,589
172804,4,Midlands,Shurugwi Town,,1728,1048,499,549,263
170710,10,Midlands,Shurugwi,,1707,6165,3285,2880,1471
170708,8,Midlands,Shurugwi,,1707,3594,1889,1705,767
170105,5,Midlands,Chirumhanzu,,1701,2775,1551,1224,694
170713,13,Midlands,Shurugwi,,1707,3635,1931,1704,891
172808,8,Midlands,Shurugwi Town,,1728,1695,871,824,433
170703,3,Midlands,Shurugwi,,1707,304,142,162,73
170723,23,Midlands,Shurugwi,,1707,1613,866,747,316
170104,4,Midlands,Chirumhanzu,,1701,2180,1190,990,566
172809,9,Midlands,Shurugwi Town,,1728,1018,524,494,267
170707,7,Midlands,Shurugwi,,1707,2215,1162,1053,523
170110,10,Midlands,Chirumhanzu,,1701,1170,609,561,299
170103,3,Midlands,Chirumhanzu,,1701,4255,2385,1870,1030
170107,7,Midlands,Chirumhanzu,,1701,2782,1468,1314,700
170721,21,Midlands,Shurugwi,,1707,5379,2771,2608,1143
170806,6,Midlands,Zvishavane,,1708,4352,2372,1980,966
170801,1,Midlands,Zvishavane,,1708,2060,1061,999,488
170802,2,Midlands,Zvishavane,,1708,3128,1652,1476,726
180302,2,Masvingo,Chivi,,1803,5940,3222,2718,1315
172503,3,Midlands,Zvishavane Urban,,1725,4700,2509,2191,1400
172507,7,Midlands,Zvishavane Urban,,1725,7113,3754,3359,1765
170807,7,Midlands,Zvishavane,,1708,3707,1985,1722,771
170805,5,Midlands,Zvishavane,,1708,2877,1346,1531,570
170813,13,Midlands,Zvishavane,,1708,4153,2139,2014,867
172802,2,Midlands,Shurugwi Town,,1728,1657,796,861,437
172509,9,Midlands,Zvishavane Urban,,1725,3804,1930,1874,1042
170123,23,Midlands,Chirumhanzu,,1701,3314,1818,1496,812
172504,4,Midlands,Zvishavane Urban,,1725,5474,2880,2594,1323
170125,25,Midlands,Chirumhanzu,,1701,3636,1976,1660,881
150306,6,Matabeleland North,Hwange,,1503,2865,1477,1388,711
150304,4,Matabeleland North,Hwange,,1503,3316,1708,1608,753
180435,35,Masvingo,Gutu,,1804,3219,1716,1503,827
180438,38,Masvingo,Gutu,,1804,1560,839,721,372
170711,11,Midlands,Shurugwi,,1707,5033,2710,2323,1117
170712,12,Midlands,Shurugwi,,1707,4156,2269,1887,995
170724,24,Midlands,Shurugwi,,1707,3403,1805,1598,785
170124,24,Midlands,Chirumhanzu,,1701,2043,1106,937,540
170114,14,Midlands,Chirumhanzu,,1701,2076,1117,959,575
172108,8,Midlands,Gweru Urban,,1721,11939,6328,5611,3303
170704,4,Midlands,Shurugwi,,1707,541,288,253,112
170706,6,Midlands,Shurugwi,,1707,1322,660,662,238
170722,22,Midlands,Shurugwi,,1707,502,238,264,100
180504,4,Masvingo,Masvingo,,1805,1037,560,477,243
170709,9,Midlands,Shurugwi,,1707,4643,2478,2165,1081
172116,16,Midlands,Gweru Urban,,1721,8940,4886,4054,2218
172114,14,Midlands,Gweru Urban,,1721,6655,3511,3144,1726
170803,3,Midlands,Zvishavane,,1708,2795,1444,1351,620
110207,7,Manicaland,Chimanimani,,1102,7292,3831,3461,1681
110217,17,Manicaland,Chimanimani,,1102,5532,2908,2624,1202
170808,8,Midlands,Zvishavane,,1708,2829,1532,1297,648
170804,4,Midlands,Zvishavane,,1708,3404,1845,1559,747
112303,3,Manicaland,Chipinge Urban,,1123,3275,1812,1463,881
112304,4,Manicaland,Chipinge Urban,,1123,3034,1631,1403,850
120313,13,Mashonaland Central,Guruve,,1203,6282,3029,3253,1366
180301,1,Masvingo,Chivi,,1803,5711,3063,2648,1204
170809,9,Midlands,Zvishavane,,1708,434,235,199,113
180422,22,Masvingo,Gutu,,1804,3670,1969,1701,872
120305,5,Mashonaland Central,Guruve,,1203,5547,2902,2645,1345
172506,6,Midlands,Zvishavane Urban,,1725,3397,1812,1585,831
170810,10,Midlands,Zvishavane,,1708,3660,1945,1715,746
170812,12,Midlands,Zvishavane,,1708,3665,1825,1840,750
170811,11,Midlands,Zvishavane,,1708,2999,1633,1366,651
172812,12,Midlands,Shurugwi Town,,1728,3277,1651,1626,781
172801,1,Midlands,Shurugwi Town,,1728,1051,505,546,320
172501,1,Midlands,Zvishavane Urban,,1725,2939,1573,1366,750
172505,5,Midlands,Zvishavane Urban,,1725,1621,876,745,424
172508,8,Midlands,Zvishavane Urban,,1725,9574,4942,4632,2705
172510,10,Midlands,Zvishavane Urban,,1725,4824,2492,2332,1352
172502,2,Midlands,Zvishavane Urban,,1725,1879,1032,847,476
172103,3,Midlands,Gweru Urban,,1721,2343,1211,1132,640
172102,2,Midlands,Gweru Urban,,1721,11539,5997,5542,2834
170108,8,Midlands,Chirumhanzu,,1701,3331,1844,1487,845
172803,3,Midlands,Shurugwi Town,,1728,1123,561,562,320
180704,4,Masvingo,Zaka,,1807,8539,4663,3876,1905
180705,5,Masvingo,Zaka,,1807,5371,2952,2419,1227
180105,5,Masvingo,Bikita,,1801,6559,3542,3017,1554
180710,10,Masvingo,Zaka,,1807,5614,3045,2569,1307
172117,17,Midlands,Gweru Urban,,1721,8300,4499,3801,2114
172106,6,Midlands,Gweru Urban,,1721,7175,3728,3447,1985
180703,3,Masvingo,Zaka,,1807,6010,3297,2713,1311
180707,7,Masvingo,Zaka,,1807,2848,1530,1318,620
172107,7,Midlands,Gweru Urban,,1721,7319,3954,3365,1959
120306,6,Mashonaland Central,Guruve,,1203,7388,3902,3486,1964
180106,6,Masvingo,Bikita,,1801,4224,2397,1827,975
180440,40,Masvingo,Gutu,,1804,2916,1616,1300,693
152211,11,Matabeleland North,Victoria Falls,,1522,13230,6920,6310,3755
120310,10,Mashonaland Central,Guruve,,1203,4468,2310,2158,1050
120311,11,Mashonaland Central,Guruve,,1203,6581,3524,3057,1613
120308,8,Mashonaland Central,Guruve,,1203,4400,2283,2117,1011
180517,17,Masvingo,Masvingo,,1805,6893,3735,3158,1577
180520,20,Masvingo,Masvingo,,1805,4592,2564,2028,1003
180719,19,Masvingo,Zaka,,1807,10286,5846,4440,2568
180722,22,Masvingo,Zaka,,1807,3572,1921,1651,785
180716,16,Masvingo,Zaka,,1807,4702,2641,2061,1059
180713,13,Masvingo,Zaka,,1807,4267,2298,1969,965
172101,1,Midlands,Gweru Urban,,1721,7037,3784,3253,1794
180518,18,Masvingo,Masvingo,,1805,7273,3939,3334,1635
182107,7,Masvingo,Masvingo Urban,,1821,19131,10505,8626,5350
180514,14,Masvingo,Masvingo,,1805,5510,2957,2553,1237
180431,31,Masvingo,Gutu,,1804,4764,2571,2193,1196
180430,30,Masvingo,Gutu,,1804,3528,1907,1621,851
180718,18,Masvingo,Zaka,,1807,5728,3130,2598,1183
180516,16,Masvingo,Masvingo,,1805,8357,4605,3752,1815
180515,15,Masvingo,Masvingo,,1805,5643,3079,2564,1231
180114,14,Masvingo,Bikita,,1801,6437,3533,2904,1488
180107,7,Masvingo,Bikita,,1801,5058,2709,2349,1210
180108,8,Masvingo,Bikita,,1801,6125,3407,2718,1456
180104,4,Masvingo,Bikita,,1801,5242,2932,2310,1260
180129,29,Masvingo,Bikita,,1801,1501,752,749,324
180128,28,Masvingo,Bikita,,1801,1738,895,843,343
180110,10,Masvingo,Bikita,,1801,5274,2882,2392,1215
180702,2,Masvingo,Zaka,,1807,4849,2641,2208,1123
180715,15,Masvingo,Zaka,,1807,8443,4549,3894,1866
180411,11,Masvingo,Gutu,,1804,6161,3375,2786,1557
180415,15,Masvingo,Gutu,,1804,11118,6027,5091,2597
120312,12,Mashonaland Central,Guruve,,1203,6400,3306,3094,1556
180121,21,Masvingo,Bikita,,1801,4174,2324,1850,976
180118,18,Masvingo,Bikita,,1801,4754,2532,2222,1105
180111,11,Masvingo,Bikita,,1801,7490,4009,3481,1740
180130,30,Masvingo,Bikita,,1801,633,269,364,211
180112,12,Masvingo,Bikita,,1801,4234,2283,1951,977
180122,22,Masvingo,Bikita,,1801,5777,3132,2645,1370
180508,8,Masvingo,Masvingo,,1805,8943,4558,4385,1959
180425,25,Masvingo,Gutu,,1804,4130,2321,1809,1022
180109,9,Masvingo,Bikita,,1801,6968,3786,3182,1638
180113,13,Masvingo,Bikita,,1801,10681,5917,4764,2622
180132,32,Masvingo,Bikita,,1801,4088,2276,1812,968
180116,16,Masvingo,Bikita,,1801,8482,4688,3794,1946
180117,17,Masvingo,Bikita,,1801,4736,2623,2113,1156
180426,26,Masvingo,Gutu,,1804,4529,2460,2069,1085
180428,28,Masvingo,Gutu,,1804,4683,2600,2083,1086
180408,8,Masvingo,Gutu,,1804,8803,4796,4007,2057
180434,34,Masvingo,Gutu,,1804,6973,3337,3636,1814
152204,4,Matabeleland North,Victoria Falls,,1522,2257,1145,1112,592
152205,5,Matabeleland North,Victoria Falls,,1522,1663,873,790,476
180414,14,Masvingo,Gutu,,1804,2773,1533,1240,644
152210,10,Matabeleland North,Victoria Falls,,1522,2832,1483,1349,767
120309,9,Mashonaland Central,Guruve,,1203,5452,2900,2552,1266
180417,17,Masvingo,Gutu,,1804,3011,1644,1367,757
180436,36,Masvingo,Gutu,,1804,4616,2482,2134,1086
180433,33,Masvingo,Gutu,,1804,1415,711,704,370
180418,18,Masvingo,Gutu,,1804,4725,2466,2259,1064
172118,18,Midlands,Gweru Urban,,1721,7483,4001,3482,1942
172109,9,Midlands,Gweru Urban,,1721,7544,4003,3541,2013
180420,20,Masvingo,Gutu,,1804,1515,733,782,328
180437,37,Masvingo,Gutu,,1804,5915,3181,2734,1375
180502,2,Masvingo,Masvingo,,1805,6638,3647,2991,1660
180427,27,Masvingo,Gutu,,1804,5214,2853,2361,1201
180424,24,Masvingo,Gutu,,1804,5088,2805,2283,1232
172111,11,Midlands,Gweru Urban,,1721,6939,3776,3163,1846
172112,12,Midlands,Gweru Urban,,1721,7700,4224,3476,1889
172113,13,Midlands,Gweru Urban,,1721,9357,5020,4337,2436
180423,23,Masvingo,Gutu,,1804,7570,4109,3461,1745
180131,31,Masvingo,Bikita,,1801,5725,2915,2810,1268
180429,29,Masvingo,Gutu,,1804,3638,1901,1737,796
180115,15,Masvingo,Bikita,,1801,6662,3674,2988,1567
180119,19,Masvingo,Bikita,,1801,4510,2448,2062,1082
180123,23,Masvingo,Bikita,,1801,286,139,147,63
180441,41,Masvingo,Gutu,,1804,3817,2065,1752,911
180501,1,Masvingo,Masvingo,,1805,5920,3195,2725,1459
110215,15,Manicaland,Chimanimani,,1102,5031,2557,2474,1451
110212,12,Manicaland,Chimanimani,,1102,5174,2343,2831,1642
110208,8,Manicaland,Chimanimani,,1102,8750,4665,4085,2066
110220,20,Manicaland,Chimanimani,,1102,7199,3895,3304,1715
180532,32,Masvingo,Masvingo,,1805,7923,3869,4054,1777
